SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,When are you hungry during the day?,What kind of snacks do you prefer?,Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,How do you sleep at night?,"You like salty or sweet? (where 10 - ""I love salt and hate sweet"" and 1 - ""I am the biggest fan of sweet"")",Do you eat alone or togheter?,Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,Do you ever miss meals?
Ж,3,9-10,1,10000-15000,Нет,Да,Нет,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Да,Не знаю,Иногда,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,2,В одиночестве во время завтрака,15-20,3,0,Начинаю есть больше,0,Нет
Ж,3,9-10,1,10000-15000,Да,Да,Иногда,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Не знаю,Иногда,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я просыпаюсь несколько раз за ночь,3,В одиночестве во время завтрака,15-20,3,0,Начинаю есть больше,0,Нет
Ж,3,9-10,1,10000-15000,Да,Да,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Не знаю,Иногда,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,5,В одиночестве во время завтрака,15-20,2,0,Начинаю есть больше,0,Нет
Ж,3,9-10,1,10000-15000,Нет,Да,Иногда,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Да,Не знаю,Иногда,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,6,В одиночестве во время завтрака,15-20,2,0,Начинаю есть больше,0,Нет
Ж,4,5-6,1,4000-7000,Нет,Нет,Нет,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Нет,Нет,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",4,В одиночестве во время обеда,15-20,2,1,Начинаю есть меньше,0,Нет
Ж,4,5-6,1,4000-7000,Да,Нет,Иногда,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Нет,Нет,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",5,В одиночестве во время обеда,15-20,1,1,Начинаю есть меньше,0,Нет
Ж,4,5-6,1,4000-7000,Да,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Нет,Нет,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время обеда,15-20,1,1,Начинаю есть меньше,0,Нет
Ж,4,5-6,1,4000-7000,Нет,Нет,Иногда,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Нет,Нет,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",8,В одиночестве во время обеда,15-20,3,1,Начинаю есть меньше,0,Нет
М,4,7-8,0,0-4000,Нет,Иногда,Нет,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Нет,Иногда,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",5,В одиночестве во время обеда,15-20,2,1,Начинаю есть меньше,0,Нет
М,4,7-8,0,0-4000,Да,Иногда,Иногда,Да,Да,Да,Нет,Да,Иногда,Да,Да,Да,Нет,Иногда,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",6,В одиночестве во время обеда,15-20,2,1,Начинаю есть меньше,0,Нет
М,4,7-8,0,0-4000,Нет,Иногда,Да,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Нет,Иногда,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Орехи,Нет,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время обеда,15-20,3,1,Начинаю есть меньше,0,Нет
М,4,7-8,0,0-4000,Да,Иногда,Нет,Да,Да,Да,Нет,Да,Иногда,Да,Да,Да,Нет,Иногда,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",8,В одиночестве во время обеда,15-20,4,1,Начинаю есть меньше,0,Нет
М,4,7-8,0,0-4000,Нет,Иногда,Иногда,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Нет,Иногда,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Нечасто (около 1-го раза в месяц),Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",9,В одиночестве во время обеда,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,4,9-10,1,4000-7000,Нет,Да,Нет,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Нет,Не знаю,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",3,В одиночестве во время обеда,15-20,4,1,Начинаю есть меньше,0,Нет
Ж,4,9-10,1,4000-7000,Да,Да,Иногда,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Нет,Не знаю,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",4,В одиночестве во время обеда,15-20,2,1,Начинаю есть меньше,0,Нет
Ж,4,9-10,1,4000-7000,Да,Да,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Нет,Не знаю,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",6,В одиночестве во время обеда,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,4,9-10,1,4000-7000,Нет,Да,Иногда,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Нет,Не знаю,Не знаю,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время обеда,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,5,5-6,1,7000-10000,Нет,Нет,Нет,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Да,Нет,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,3,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
Ж,5,5-6,1,7000-10000,Да,Нет,Иногда,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Да,Нет,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Хорошо,4,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
Ж,5,5-6,1,7000-10000,Да,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Да,Нет,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,Хорошо,6,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
Ж,5,5-6,1,7000-10000,Нет,Нет,Иногда,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Да,Нет,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,Хорошо,7,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
М,5,7-8,0,4000-7000,Нет,Иногда,Нет,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Да,Иногда,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,Хорошо,4,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
М,5,7-8,0,4000-7000,Да,Иногда,Иногда,Да,Да,Да,Нет,Да,Иногда,Да,Да,Да,Да,Иногда,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Хорошо,5,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
М,5,7-8,0,4000-7000,Нет,Иногда,Да,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Да,Иногда,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Орехи,Нет,Да,Никогда,Никогда,Хорошо,6,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
М,5,7-8,0,4000-7000,Да,Иногда,Нет,Да,Да,Да,Нет,Да,Иногда,Да,Да,Да,Да,Иногда,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,Хорошо,7,Часто с кем-то,15-20,2,0,Начинаю есть больше,0,Нет
М,5,7-8,0,4000-7000,Нет,Иногда,Иногда,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Да,Иногда,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,Хорошо,8,Часто с кем-то,15-20,2,0,Начинаю есть больше,0,Нет
Ж,5,9-10,1,7000-10000,Нет,Да,Нет,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Да,Не знаю,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,Хорошо,2,Часто с кем-то,15-20,3,0,Начинаю есть больше,0,Нет
Ж,5,9-10,1,7000-10000,Да,Да,Иногда,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Не знаю,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Хорошо,3,Часто с кем-то,15-20,4,0,Начинаю есть больше,0,Нет
Ж,5,9-10,1,7000-10000,Да,Да,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Да,Не знаю,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Хорошо,5,Часто с кем-то,15-20,4,0,Начинаю есть больше,0,Нет
Ж,5,9-10,1,7000-10000,Нет,Да,Иногда,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Да,Не знаю,Да,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,Хорошо,6,Часто с кем-то,15-20,2,0,Начинаю есть больше,0,Нет
Ж,6,5-6,1,10000-15000,Нет,Нет,Нет,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Нет,Нет,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,Я с трудом засыпаю,4,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,6,5-6,1,10000-15000,Да,Нет,Иногда,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Нет,Нет,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я с трудом засыпаю,5,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,6,5-6,1,10000-15000,Да,Нет,Нет,Да,Да,Да,Нет,Да,Нет,Да,Да,Да,Нет,Нет,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,7,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,6,5-6,1,10000-15000,Нет,Нет,Иногда,Да,Да,Да,Иногда,Да,Нет,Нет,Да,Да,Нет,Нет,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,8,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
М,6,7-8,0,7000-10000,Нет,Иногда,Нет,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Нет,Иногда,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Нечасто (около 1-го раза в месяц),Никогда,Я с трудом засыпаю,5,Часто в одиночестве,15-20,2,1,Начинаю есть меньше,0,Нет
М,6,7-8,0,7000-10000,Да,Иногда,Иногда,Да,Да,Да,Нет,Да,Иногда,Да,Да,Да,Нет,Иногда,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я с трудом засыпаю,6,Часто в одиночестве,15-20,1,1,Начинаю есть меньше,0,Нет
М,6,7-8,0,7000-10000,Нет,Иногда,Да,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Нет,Иногда,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Орехи,Нет,Да,Никогда,Никогда,Я с трудом засыпаю,7,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
М,6,7-8,0,7000-10000,Да,Иногда,Нет,Да,Да,Да,Нет,Да,Иногда,Да,Да,Да,Нет,Иногда,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,Я с трудом засыпаю,8,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
М,6,7-8,0,7000-10000,Нет,Иногда,Иногда,Да,Да,Да,Иногда,Да,Иногда,Нет,Да,Да,Нет,Иногда,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,Я с трудом засыпаю,9,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,6,9-10,1,10000-15000,Нет,Да,Нет,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Нет,Не знаю,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Сладости,Нет,Да,Никогда,Никогда,Я с трудом засыпаю,3,Часто в одиночестве,15-20,4,1,Начинаю есть меньше,0,Нет
Ж,6,9-10,1,10000-15000,Да,Да,Иногда,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Нет,Не знаю,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я с трудом засыпаю,4,Часто в одиночестве,15-20,2,1,Начинаю есть меньше,0,Нет
Ж,6,9-10,1,10000-15000,Да,Да,Нет,Да,Да,Да,Нет,Да,Да,Да,Да,Да,Нет,Не знаю,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,Бутерброды/сэндвичи,Да,Да,Никогда,Никогда,Я с трудом засыпаю,6,Часто в одиночестве,15-20,3,1,Начинаю есть меньше,0,Нет
Ж,6,9-10,1,10000-15000,Нет,Да,Иногда,Да,Да,Да,Иногда,Да,Да,Нет,Да,Да,Нет,Не знаю,Нет,"Да, я больше ем дома",Да,Когда я просыпаюсь,"Батончики, хлебцы",Нет,Да,Никогда,Никогда,Я с трудом засыпаю,7,Часто в одиночестве,15-20,2,1,Начинаю есть меньше,0,Нет
Ж,2,5-6,1,10000-15000,Нет,Нет,Нет,Да,Иногда,Нет,Иногда,Не знаю,Нет,Да,Да,Да,Нет,Нет,Нет,Я готовлю более изысканно,Да,До обеда,Сладости,Нет,Нет,Никогда,Никогда,Я с трудом засыпаю,4,Часто в одиночестве,51-65,3,0,Начинаю есть меньше,0,"Да, завтрак"
Ж,2,7-8,1,10000-15000,Нет,Нет,Иногда,Нет,Нет,Иногда,Нет,Иногда,Нет,Да,Да,Да,Нет,Иногда,Иногда,"Да, я ем в ресторанах",Нет,После обеда,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я с трудом засыпаю,5,Часто в одиночестве,21-30,4,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,2,2-4,1,10000-15000,Нет,Нет,Нет,Да,Нет,Нет,Нет,Иногда,Нет,Да,Да,Да,Нет,Да,Да,"Да, я ем в ресторанах",Нет,Когда я просыпаюсь,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,Я с трудом засыпаю,7,Часто в одиночестве,21-30,3,1,Начинаю есть меньше,0,"Да, завтрак"
М,2,5-6,1,0-4000,Да,Иногда,Нет,Нет,Нет,Нет,Иногда,Иногда,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Да,После обеда,Сладости,Нет,Нет,Никогда,Никогда,Я с трудом засыпаю,3,В одиночестве во время завтрака,31-50,2,2,Начинаю есть больше,0,"Да, завтрак"
М,2,7-8,1,0-4000,Да,Иногда,Иногда,Иногда,Иногда,Иногда,Нет,Нет,Нет,Нет,Да,Да,Да,Иногда,Иногда,Я готовлю более изысканно,Нет,Перед ужином,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я с трудом засыпаю,4,В одиночестве во время завтрака,15-20,3,0,Начинаю есть больше,0,"Да, завтрак"
М,2,2-4,1,0-4000,Да,Иногда,Нет,Нет,Иногда,Нет,Нет,Нет,Нет,Нет,Да,Да,Да,Да,Да,Я готовлю более изысканно,Нет,Утром,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,Я с трудом засыпаю,6,В одиночестве во время завтрака,15-20,2,0,Начинаю есть больше,0,"Да, завтрак"
М,2,5-6,1,0-4000,Да,Иногда,Иногда,Иногда,Нет,Иногда,Иногда,Иногда,Нет,Нет,Да,Да,Да,Нет,Нет,Нет,Да,Днем,Сладости,Нет,Нет,Никогда,Никогда,Я с трудом засыпаю,7,В одиночестве во время завтрака,31-50,3,2,Начинаю есть больше,0,"Да, завтрак"
Ж,2,5-6,1,7000-10000,Нет,Да,Нет,Иногда,Иногда,Нет,Иногда,Не знаю,Нет,Да,Да,Да,Нет,Нет,Нет,"Да, я ем в ресторанах",Да,Перед ужином,Сладости,Нет,Нет,Никогда,Никогда,Я с трудом засыпаю,4,В одиночестве во время обеда,51-65,3,0,Начинаю есть меньше,0,"Да, завтрак"
Ж,2,7-8,1,7000-10000,Нет,Да,Иногда,Да,Нет,Иногда,Нет,Иногда,Нет,Да,Да,Да,Нет,Иногда,Иногда,"Да, я больше ем дома",Нет,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я с трудом засыпаю,5,В одиночестве во время обеда,21-30,4,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,2,2-4,1,7000-10000,Нет,Да,Нет,Иногда,Нет,Нет,Нет,Иногда,Нет,Да,Да,Да,Нет,Да,Да,"Да, я больше ем дома",Нет,Днем,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,Я с трудом засыпаю,7,В одиночестве во время обеда,21-30,3,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,3,5-6,0,4000-7000,Нет,Нет,Нет,Нет,Нет,Нет,Иногда,Иногда,Иногда,Нет,Да,Да,Нет,Нет,Нет,Я готовлю более изысканно,Нет,После обеда,Сладости,Нет,Нет,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,5,Часто в одиночестве,51-65,3,0,Начинаю есть меньше,0,Нет
Ж,3,7-8,0,4000-7000,Нет,Нет,Иногда,Иногда,Иногда,Иногда,Нет,Нет,Иногда,Нет,Да,Да,Нет,Иногда,Иногда,"Да, я ем в ресторанах",Да,Перед ужином,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,6,Часто в одиночестве,21-30,4,1,Начинаю есть меньше,0,Нет
Ж,3,2-4,0,4000-7000,Нет,Нет,Нет,Нет,Иногда,Нет,Нет,Нет,Иногда,Нет,Да,Да,Нет,Да,Да,"Да, я ем в ресторанах",Да,Утром,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,8,Часто в одиночестве,21-30,3,1,Начинаю есть меньше,0,Нет
М,3,5-6,0,4000-7000,Да,Иногда,Нет,Иногда,Иногда,Нет,Иногда,Нет,Иногда,Да,Да,Да,Да,Нет,Нет,Нет,Нет,Перед ужином,Сладости,Нет,Нет,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,4,В одиночестве во время завтрака,31-50,2,0,Начинаю есть больше,0,Нет
М,3,7-8,0,4000-7000,Да,Иногда,Иногда,Да,Нет,Иногда,Нет,Да,Иногда,Да,Да,Да,Да,Иногда,Иногда,Я готовлю более изысканно,Да,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,5,В одиночестве во время завтрака,15-20,3,0,Начинаю есть больше,0,Нет
М,3,2-4,0,4000-7000,Да,Иногда,Нет,Иногда,Нет,Нет,Нет,Да,Иногда,Да,Да,Да,Да,Да,Да,Я готовлю более изысканно,Да,Днем,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,7,В одиночестве во время завтрака,15-20,2,0,Начинаю есть больше,0,Нет
Ж,3,5-6,0,10000-15000,Нет,Да,Нет,Да,Нет,Нет,Иногда,Иногда,Иногда,Нет,Да,Да,Нет,Нет,Нет,"Да, я ем в ресторанах",Нет,Когда я просыпаюсь,Сладости,Нет,Нет,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,5,В одиночестве во время обеда,51-65,3,0,Начинаю есть меньше,0,Нет
Ж,3,7-8,0,10000-15000,Нет,Да,Иногда,Нет,Иногда,Иногда,Нет,Нет,Иногда,Нет,Да,Да,Нет,Иногда,Иногда,"Да, я больше ем дома",Да,Утром,"Фрукты, овощи",Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,6,В одиночестве во время обеда,21-30,4,1,Начинаю есть меньше,0,Нет
Ж,3,2-4,0,10000-15000,Нет,Да,Нет,Да,Иногда,Нет,Нет,Нет,Иногда,Нет,Да,Да,Нет,Да,Да,"Да, я больше ем дома",Да,До обеда,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,Я просыпаюсь несколько раз за ночь,8,В одиночестве во время обеда,21-30,3,1,Начинаю есть меньше,0,Нет
Ж,4,5-6,1,7000-10000,Нет,Нет,Нет,Иногда,Иногда,Нет,Иногда,Не знаю,Да,Да,Да,Да,Нет,Нет,Нет,Я готовлю более изысканно,Да,Перед ужином,Сладости,Нет,Нет,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",3,Часто в одиночестве,51-65,3,0,Начинаю есть меньше,0,"Да, завтрак"
Ж,4,7-8,1,7000-10000,Нет,Нет,Иногда,Да,Нет,Иногда,Нет,Иногда,Да,Да,Да,Да,Нет,Иногда,Иногда,"Да, я ем в ресторанах",Нет,Когда я просыпаюсь,"Фрукты, овощи",Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",4,Часто в одиночестве,21-30,4,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,4,2-4,1,7000-10000,Нет,Нет,Нет,Иногда,Нет,Нет,Нет,Иногда,Да,Да,Да,Да,Нет,Да,Да,"Да, я ем в ресторанах",Нет,Днем,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",6,Часто в одиночестве,21-30,3,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,4,5-6,1,7000-10000,Нет,Нет,Иногда,Да,Иногда,Иногда,Иногда,Не знаю,Да,Да,Да,Да,Нет,Нет,Нет,Я готовлю более изысканно,Да,До обеда,Сладости,Нет,Нет,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",7,Часто в одиночестве,51-65,4,0,Начинаю есть меньше,0,"Да, завтрак"
М,4,5-6,1,7000-10000,Да,Иногда,Нет,Да,Нет,Нет,Иногда,Иногда,Да,Нет,Да,Да,Да,Нет,Нет,Нет,Да,Когда я просыпаюсь,Сладости,Нет,Нет,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",2,В одиночестве во время завтрака,31-50,2,1,Начинаю есть больше,0,"Да, завтрак"
М,4,7-8,1,7000-10000,Да,Иногда,Иногда,Нет,Иногда,Иногда,Нет,Нет,Да,Нет,Да,Да,Да,Иногда,Иногда,Я готовлю более изысканно,Нет,Утром,"Фрукты, овощи",Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",3,В одиночестве во время завтрака,15-20,3,1,Начинаю есть больше,0,"Да, завтрак"
М,4,2-4,1,7000-10000,Да,Иногда,Нет,Да,Иногда,Нет,Нет,Нет,Да,Нет,Да,Да,Да,Да,Да,Я готовлю более изысканно,Нет,До обеда,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",5,В одиночестве во время завтрака,15-20,2,0,Начинаю есть больше,0,"Да, завтрак"
М,4,5-6,1,7000-10000,Да,Иногда,Иногда,Нет,Нет,Иногда,Иногда,Иногда,Да,Нет,Да,Да,Да,Нет,Нет,Нет,Да,После обеда,Сладости,Нет,Нет,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",6,В одиночестве во время завтрака,31-50,3,1,Начинаю есть больше,0,"Да, завтрак"
Ж,4,5-6,1,4000-7000,Нет,Да,Нет,Нет,Иногда,Нет,Иногда,Не знаю,Да,Да,Да,Да,Нет,Нет,Нет,"Да, я ем в ресторанах",Да,Утром,Сладости,Нет,Нет,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",3,В одиночестве во время обеда,51-65,3,0,Начинаю есть меньше,0,"Да, завтрак"
Ж,4,7-8,1,4000-7000,Нет,Да,Иногда,Иногда,Нет,Иногда,Нет,Иногда,Да,Да,Да,Да,Нет,Иногда,Иногда,"Да, я больше ем дома",Нет,Днем,"Фрукты, овощи",Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",4,В одиночестве во время обеда,21-30,4,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,4,2-4,1,4000-7000,Нет,Да,Нет,Нет,Нет,Нет,Нет,Иногда,Да,Да,Да,Да,Нет,Да,Да,"Да, я больше ем дома",Нет,После обеда,У меня нет перекусов в течение дня,Да,Да,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",6,В одиночестве во время обеда,21-30,3,1,Начинаю есть меньше,0,"Да, завтрак"
Ж,4,5-6,1,4000-7000,Нет,Да,Иногда,Иногда,Иногда,Иногда,Иногда,Не знаю,Да,Да,Да,Да,Нет,Нет,Нет,"Да, я ем в ресторанах",Да,Перед ужином,Сладости,Нет,Нет,Никогда,Никогда,"Я просыпаюсь намного раньше, чем хотелось бы",7,В одиночестве во время обеда,51-65,4,0,Начинаю есть меньше,0,"Да, завтрак"
