SEX,How many times do you eat a day?,How many hours a day do you sleep?,How many times per week do you eat fastfood?,Average number of steps per day?,Cow's milk,Vegetable drinks (eg soy milk),Low-fat white yogurt,Fresh cheeses,Meat,Processed Meat (es prosciutto),Fish,Eggs,Legumes,Cooked vegetables,Raw vegetables,Fruits,Whole grains food,Nuts,Tofu,Do you eat differently at the weekend?,Do you play a sport (at least 5 hours/week)?,"When are you hungry during the day?","What kind of snacks do you prefer?",Do you ever eat distracted or not at the table?,Do you eat fast?,Do you happen to eat uncontrollably even if you're not hungry?,Do you wake up to eat at night?,"How do you sleep at night?",You like salty or sweet? (where 10 - "I love salt and hate sweet" and 1 - "I am the biggest fan of sweet"),"Do you eat alone or togheter?",Age,How many liters of water do you drink per day?,How many times do you consume alcoholic beverages in a week?,How stress affects on your eating habits?,How many sugary drinks do you consume per day?,"Do you ever miss meals?"
F,6,5-6,1,10000-15000,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes I eat more at home,Yes,"When I wake Up","Sandwiches",Yes,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",7,"Often Alone",15-20,3,1,I'm starting to eat less,0,"No"
F,6,5-6,1,10000-15000,No,No,Sometimes,Yes,Yes,Yes,Sometimes,Yes,No,No,Yes,Yes,No,No,No,Yes I eat more at home,Yes,"When I wake Up","Bars,breads",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",8,"Often Alone",15-20,3,1,I'm starting to eat less,0,"No"
M,6,7-8,0,7000-10000,No,Sometimes,No,Yes,Yes,Yes,Sometimes,Yes,Sometimes,No,Yes,Yes,No,Sometimes,No,Yes I eat more at home,Yes,"When I wake Up","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",5,"Often Alone",15-20,2,1,I'm starting to eat less,0,"No"
M,6,7-8,0,7000-10000,Yes,Sometimes,Sometimes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat more at home,Yes,"When I wake Up","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",6,"Often Alone",15-20,1,1,I'm starting to eat less,0,"No"
M,6,7-8,0,7000-10000,No,Sometimes,Yes,Yes,Yes,Yes,Sometimes,Yes,Sometimes,No,Yes,Yes,No,Sometimes,No,Yes I eat more at home,Yes,"When I wake Up","Nuts",No,Yes,Never,Never,"I struggle to fall asleep",7,"Often Alone",15-20,3,1,I'm starting to eat less,0,"No"
M,6,7-8,0,7000-10000,Yes,Sometimes,No,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Yes,Yes,No,Sometimes,No,Yes I eat more at home,Yes,"When I wake Up","Sandwiches",Yes,Yes,Never,Never,"I struggle to fall asleep",8,"Often Alone",15-20,3,1,I'm starting to eat less,0,"No"
M,6,7-8,0,7000-10000,No,Sometimes,Sometimes,Yes,Yes,Yes,Sometimes,Yes,Sometimes,No,Yes,Yes,No,Sometimes,No,Yes I eat more at home,Yes,"When I wake Up","Bars,breads",No,Yes,Never,Never,"I struggle to fall asleep",9,"Often Alone",15-20,3,1,I'm starting to eat less,0,"No"
F,6,9-10,1,10000-15000,No,Yes,No,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,Don't know,No,Yes I eat more at home,Yes,"When I wake Up","Sweets",No,Yes,Never,Never,"I struggle to fall asleep",3,"Often Alone",15-20,4,1,I'm starting to eat less,0,"No"
F,6,9-10,1,10000-15000,Yes,Yes,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Don't know,No,Yes I eat more at home,Yes,"When I wake Up","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",4,"Often Alone",15-20,2,1,I'm starting to eat less,0,"No"
F,6,9-10,1,10000-15000,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Don't know,No,Yes I eat more at home,Yes,"When I wake Up","Sandwiches",Yes,Yes,Never,Never,"I struggle to fall asleep",6,"Often Alone",15-20,3,1,I'm starting to eat less,0,"No"
F,6,9-10,1,10000-15000,No,Yes,Sometimes,Yes,Yes,Yes,Sometimes,Yes,Yes,No,Yes,Yes,No,Don't know,No,Yes I eat more at home,Yes,"When I wake Up","Bars,breads",No,Yes,Never,Never,"I struggle to fall asleep",7,"Often Alone",15-20,2,1,I'm starting to eat less,0,"No"
F,2,5-6,1,10000-15000,No,No,No,Yes,Sometimes,No,Sometimes,Don't know,No,Yes,Yes,Yes,No,No,No,I cook more elaborate,Yes,"Before lunch","Sweets",No,No,Never,Never,"I struggle to fall asleep",4,"Often Alone",51-65,3,0,I'm starting to eat less,0,"Yes breakfast"
F,2,7-8,1,10000-15000,No,No,Sometimes,No,No,Sometimes,No,Sometimes,No,Yes,Yes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,No,"After lunch","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",5,"Often Alone",21-30,4,1,I'm starting to eat less,0,"Yes breakfast"
F,2,2-4,1,10000-15000,No,No,No,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Yes I eat at restaurants,No,"When I wake Up","Yes for craving",Yes,Yes,Never,Never,"I struggle to fall asleep",7,"Often Alone",21-30,3,1,I'm starting to eat less,0,"Yes breakfast"
M,2,5-6,1,0-4000,Yes,Sometimes,No,No,No,No,Sometimes,Sometimes,No,No,Yes,Yes,Yes,No,No,No,Yes,"After lunch","Sweets",No,No,Never,Never,"I struggle to fall asleep",3,"Alone at breakfast",31-50,2,2,I'm starting to eat more,0,"Yes breakfast"
M,2,7-8,1,0-4000,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,No,No,No,Yes,Yes,Yes,Sometimes,Sometimes,I cook more elaborate,No,"Before Dinner","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",4,"Alone at breakfast",15-20,3,0,I'm starting to eat more,0,"Yes breakfast"
M,2,2-4,1,0-4000,Yes,Sometimes,No,No,Sometimes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,I cook more elaborate,No,"During the morning","Yes for craving",Yes,Yes,Never,Never,"I struggle to fall asleep",6,"Alone at breakfast",15-20,2,0,I'm starting to eat more,0,"Yes breakfast"
M,2,5-6,1,0-4000,Yes,Sometimes,Sometimes,Sometimes,No,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,Yes,No,No,No,Yes,"In the afternoon","Sweets",No,No,Never,Never,"I struggle to fall asleep",7,"Alone at breakfast",31-50,3,2,I'm starting to eat more,0,"Yes breakfast"
F,2,5-6,1,7000-10000,No,Yes,No,Sometimes,Sometimes,No,Sometimes,Don't know,No,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"Before Dinner","Sweets",No,No,Never,Never,"I struggle to fall asleep",4,"Alone at lunch",51-65,3,0,I'm starting to eat less,0,"Yes breakfast"
F,2,7-8,1,7000-10000,No,Yes,Sometimes,Yes,No,Sometimes,No,Sometimes,No,Yes,Yes,Yes,No,Sometimes,Sometimes,Yes I eat more at home,No,"When I wake Up","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",5,"Alone at lunch",21-30,4,1,I'm starting to eat less,0,"Yes breakfast"
F,2,2-4,1,7000-10000,No,Yes,No,Sometimes,No,No,No,Sometimes,No,Yes,Yes,Yes,No,Yes,Yes,Yes I eat more at home,No,"In the afternoon","Yes for craving",Yes,Yes,Never,Never,"I struggle to fall asleep",7,"Alone at lunch",21-30,3,1,I'm starting to eat less,0,"Yes breakfast"
F,3,5-6,0,4000-7000,No,No,No,No,No,No,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,No,No,I cook more elaborate,No,"After lunch","Sweets",No,No,Never,Never,"I wake up several times during the night",5,"Often Alone",51-65,3,0,I'm starting to eat less,0,"No"
F,3,7-8,0,4000-7000,No,No,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Sometimes,No,Yes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,Yes,"Before Dinner","Fruits,vegetables",Yes,Yes,Never,Never,"I wake up several times during the night",6,"Often Alone",21-30,4,1,I'm starting to eat less,0,"No"
F,3,2-4,0,4000-7000,No,No,No,No,Sometimes,No,No,No,Sometimes,No,Yes,Yes,No,Yes,Yes,Yes I eat at restaurants,Yes,"During the morning","Yes for craving",Yes,Yes,Never,Never,"I wake up several times during the night",8,"Often Alone",21-30,3,1,I'm starting to eat less,0,"No"
M,3,5-6,0,4000-7000,Yes,Sometimes,No,Sometimes,Sometimes,No,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,No,No,No,No,"Before Dinner","Sweets",No,No,Never,Never,"I wake up several times during the night",4,"Alone at breakfast",31-50,2,0,I'm starting to eat more,0,"No"
M,3,7-8,0,4000-7000,Yes,Sometimes,Sometimes,Yes,No,Sometimes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Sometimes,Sometimes,I cook more elaborate,Yes,"When I wake Up","Fruits,vegetables",Yes,Yes,Never,Never,"I wake up several times during the night",5,"Alone at breakfast",15-20,3,0,I'm starting to eat more,0,"No"
M,3,2-4,0,4000-7000,Yes,Sometimes,No,Sometimes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,Yes,Yes,I cook more elaborate,Yes,"In the afternoon","Yes for craving",Yes,Yes,Never,Never,"I wake up several times during the night",7,"Alone at breakfast",15-20,2,0,I'm starting to eat more,0,"No"
F,3,5-6,0,10000-15000,No,Yes,No,Yes,No,No,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"When I wake Up","Sweets",No,No,Never,Never,"I wake up several times during the night",5,"Alone at lunch",51-65,3,0,I'm starting to eat less,0,"No"
F,3,7-8,0,10000-15000,No,Yes,Sometimes,No,Sometimes,Sometimes,No,No,Sometimes,No,Yes,Yes,No,Sometimes,Sometimes,Yes I eat more at home,Yes,"During the morning","Fruits,vegetables",Yes,Yes,Never,Never,"I wake up several times during the night",6,"Alone at lunch",21-30,4,1,I'm starting to eat less,0,"No"
F,3,2-4,0,10000-15000,No,Yes,No,Yes,Sometimes,No,No,No,Sometimes,No,Yes,Yes,No,Yes,Yes,Yes I eat more at home,Yes,"Before lunch","Yes for craving",Yes,Yes,Never,Never,"I wake up several times during the night",8,"Alone at lunch",21-30,3,1,I'm starting to eat less,0,"No"
F,4,5-6,1,7000-10000,No,No,No,Sometimes,Sometimes,No,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,No,No,I cook more elaborate,Yes,"Before Dinner","Sweets",No,No,Never,Never,"I wake up a lot sooner than I would like",3,"Often Alone",51-65,3,0,I'm starting to eat less,0,"Yes breakfast"
F,4,7-8,1,7000-10000,No,No,Sometimes,Yes,No,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,No,"When I wake Up","Fruits,vegetables",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",4,"Often Alone",21-30,4,1,I'm starting to eat less,0,"Yes breakfast"
F,4,2-4,1,7000-10000,No,No,No,Sometimes,No,No,No,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes I eat at restaurants,No,"In the afternoon","Yes for craving",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",6,"Often Alone",21-30,3,1,I'm starting to eat less,0,"Yes breakfast"
F,4,5-6,1,7000-10000,No,No,Sometimes,Yes,Sometimes,Sometimes,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,No,No,I cook more elaborate,Yes,"Before lunch","Sweets",No,No,Never,Never,"I wake up a lot sooner than I would like",7,"Often Alone",51-65,4,0,I'm starting to eat less,0,"Yes breakfast"
M,4,5-6,1,7000-10000,Yes,Sometimes,No,Yes,No,No,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,"When I wake Up","Sweets",No,No,Never,Never,"I wake up a lot sooner than I would like",2,"Alone at breakfast",31-50,2,1,I'm starting to eat more,0,"Yes breakfast"
M,4,7-8,1,7000-10000,Yes,Sometimes,Sometimes,No,Sometimes,Sometimes,No,No,Yes,No,Yes,Yes,Yes,Sometimes,Sometimes,I cook more elaborate,No,"During the morning","Fruits,vegetables",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",3,"Alone at breakfast",15-20,3,1,I'm starting to eat more,0,"Yes breakfast"
M,4,2-4,1,7000-10000,Yes,Sometimes,No,Yes,Sometimes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,I cook more elaborate,No,"Before lunch","Yes for craving",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",5,"Alone at breakfast",15-20,2,0,I'm starting to eat more,0,"Yes breakfast"
M,4,5-6,1,7000-10000,Yes,Sometimes,Sometimes,No,No,Sometimes,Sometimes,Sometimes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,"After lunch","Sweets",No,No,Never,Never,"I wake up a lot sooner than I would like",6,"Alone at breakfast",31-50,3,1,I'm starting to eat more,0,"Yes breakfast"
F,4,5-6,1,4000-7000,No,Yes,No,No,Sometimes,No,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"During the morning","Sweets",No,No,Never,Never,"I wake up a lot sooner than I would like",3,"Alone at lunch",51-65,3,0,I'm starting to eat less,0,"Yes breakfast"
F,4,7-8,1,4000-7000,No,Yes,Sometimes,Sometimes,No,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,No,Sometimes,Sometimes,Yes I eat more at home,No,"In the afternoon","Fruits,vegetables",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",4,"Alone at lunch",21-30,4,1,I'm starting to eat less,0,"Yes breakfast"
F,4,2-4,1,4000-7000,No,Yes,No,No,No,No,No,Sometimes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes I eat more at home,No,"After lunch","Yes for craving",Yes,Yes,Never,Never,"I wake up a lot sooner than I would like",6,"Alone at lunch",21-30,3,1,I'm starting to eat less,0,"Yes breakfast"
F,4,5-6,1,4000-7000,No,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Don't know,Yes,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"Before Dinner","Sweets",No,No,Never,Never,"I wake up a lot sooner than I would like",7,"Alone at lunch",51-65,4,0,I'm starting to eat less,0,"Yes breakfast"
F,5,5-6,0,10000-15000,No,No,No,Yes,No,No,Sometimes,Sometimes,No,No,Yes,Yes,No,No,No,I cook more elaborate,No,"When I wake Up","Sweets",No,No,Never,Never,"Good",4,"Often Alone",51-65,3,0,I'm starting to eat less,0,"No"
F,5,7-8,0,10000-15000,No,No,Sometimes,No,Sometimes,Sometimes,No,No,No,No,Yes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,Yes,"During the morning","Fruits,vegetables",Yes,Yes,Never,Never,"Good",5,"Often Alone",21-30,4,1,I'm starting to eat less,0,"No"
F,5,2-4,0,10000-15000,No,No,No,Yes,Sometimes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes I eat at restaurants,Yes,"Before lunch","Yes for craving",Yes,Yes,Never,Never,"Good",7,"Often Alone",21-30,3,1,I'm starting to eat less,0,"No"
M,5,5-6,0,0-4000,Yes,Sometimes,No,No,Sometimes,No,Sometimes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,"During the morning","Sweets",No,No,Never,Never,"Good",3,"Alone at breakfast",31-50,2,1,I'm starting to eat more,0,"No"
M,5,7-8,0,0-4000,Yes,Sometimes,Sometimes,Sometimes,No,Sometimes,No,Yes,No,Yes,Yes,Yes,Yes,Sometimes,Sometimes,I cook more elaborate,Yes,"In the afternoon","Fruits,vegetables",Yes,Yes,Never,Never,"Good",4,"Alone at breakfast",15-20,3,0,I'm starting to eat more,0,"No"
M,5,2-4,0,0-4000,Yes,Sometimes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,I cook more elaborate,Yes,"After lunch","Yes for craving",Yes,Yes,Never,Never,"Good",6,"Alone at breakfast",15-20,2,0,I'm starting to eat more,0,"No"
M,5,5-6,0,0-4000,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,"Before Dinner","Sweets",No,No,Never,Never,"Good",7,"Alone at breakfast",31-50,3,0,I'm starting to eat more,0,"No"
F,5,5-6,0,7000-10000,No,Yes,No,Sometimes,No,No,Sometimes,Sometimes,No,No,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"In the afternoon","Sweets",No,No,Never,Never,"Good",4,"Alone at lunch",51-65,3,0,I'm starting to eat less,0,"No"
F,5,7-8,0,7000-10000,No,Yes,Sometimes,Yes,Sometimes,Sometimes,No,No,No,No,Yes,Yes,No,Sometimes,Sometimes,Yes I eat more at home,Yes,"Before lunch","Fruits,vegetables",Yes,Yes,Never,Never,"Good",5,"Alone at lunch",21-30,4,1,I'm starting to eat less,0,"No"
F,5,2-4,0,7000-10000,No,Yes,No,Sometimes,Sometimes,No,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes I eat more at home,Yes,"Before Dinner","Yes for craving",Yes,Yes,Never,Never,"Good",7,"Alone at lunch",21-30,3,1,I'm starting to eat less,0,"No"
F,6,5-6,1,4000-7000,No,No,No,No,Sometimes,No,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,No,No,I cook more elaborate,Yes,"During the morning","Sweets",No,No,Never,Never,"I struggle to fall asleep",5,"Often Alone",51-65,3,0,I'm starting to eat less,0,"Yes breakfast"
F,6,7-8,1,4000-7000,No,No,Sometimes,Sometimes,No,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Yes,No,Sometimes,Sometimes,Yes I eat at restaurants,No,"In the afternoon","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",6,"Often Alone",21-30,4,1,I'm starting to eat less,0,"Yes breakfast"
F,6,2-4,1,4000-7000,No,No,No,No,No,No,No,Sometimes,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes I eat at restaurants,No,"After lunch","Yes for craving",Yes,Yes,Never,Never,"I struggle to fall asleep",8,"Often Alone",21-30,3,1,I'm starting to eat less,0,"Yes breakfast"
M,6,5-6,1,4000-7000,Yes,Sometimes,No,Sometimes,No,No,Sometimes,Sometimes,Sometimes,No,Yes,Yes,Yes,No,No,No,Yes,"In the afternoon","Sweets",No,No,Never,Never,"I struggle to fall asleep",4,"Alone at breakfast",31-50,2,1,I'm starting to eat more,0,"Yes breakfast"
M,6,7-8,1,4000-7000,Yes,Sometimes,Sometimes,Yes,Sometimes,Sometimes,No,No,Sometimes,No,Yes,Yes,Yes,Sometimes,Sometimes,I cook more elaborate,No,"Before lunch","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",5,"Alone at breakfast",15-20,3,0,I'm starting to eat more,0,"Yes breakfast"
M,6,2-4,1,4000-7000,Yes,Sometimes,No,Sometimes,Sometimes,No,No,No,Sometimes,No,Yes,Yes,Yes,Yes,Yes,I cook more elaborate,No,"Before Dinner","Yes for craving",Yes,Yes,Never,Never,"I struggle to fall asleep",7,"Alone at breakfast",15-20,2,0,I'm starting to eat more,0,"Yes breakfast"
F,6,5-6,1,10000-15000,No,Yes,No,Yes,Sometimes,No,Sometimes,Don't know,Sometimes,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"Before lunch","Sweets",No,No,Never,Never,"I struggle to fall asleep",5,"Alone at lunch",51-65,3,0,I'm starting to eat less,0,"Yes breakfast"
F,6,7-8,1,10000-15000,No,Yes,Sometimes,No,No,Sometimes,No,Sometimes,Sometimes,Yes,Yes,Yes,No,Sometimes,Sometimes,Yes I eat more at home,No,"After lunch","Fruits,vegetables",Yes,Yes,Never,Never,"I struggle to fall asleep",6,"Alone at lunch",21-30,4,1,I'm starting to eat less,0,"Yes breakfast"
F,6,2-4,1,10000-15000,No,Yes,No,Yes,No,No,No,Sometimes,Sometimes,Yes,Yes,Yes,No,Yes,Yes,Yes I eat more at home,No,"When I wake Up","Yes for craving",Yes,Yes,Never,Never,"I struggle to fall asleep",8,"Alone at lunch",21-30,3,1,I'm starting to eat less,0,"Yes breakfast"
M,2,5-6,1,10000-15000,No,No,No,Yes,No,No,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"Before lunch","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",4,"Often Alone",51-65,3,0,I'm starting to eat less,0,"Yes lunch"
F,2,5-6,1,10000-15000,No,No,Sometimes,No,No,Sometimes,No,Sometimes,No,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"After lunch","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",5,"Alone at breakfast",21-30,4,1,I'm starting to eat less,0,"Yes lunch"
F,2,5-6,1,10000-15000,No,No,Yes,Sometimes,No,Yes,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"Before Dinner","Yes for craving",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",6,"Alone at lunch",51-65,2,0,I'm starting to eat less,0,"Yes lunch"
M,2,5-6,1,10000-15000,No,No,No,Yes,No,No,No,Sometimes,No,Yes,Yes,Yes,No,No,No,Yes I eat at restaurants,No,"After Dinner","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",7,"Often Together",21-30,3,1,I'm starting to eat less,0,"Yes lunch"
F,2,5-6,1,10000-15000,No,No,Sometimes,No,No,Sometimes,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,No,I cook more elaborate,Yes,"When I wake Up","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",8,"Often Alone",51-65,4,0,I'm starting to eat less,0,"Yes lunch"
M,2,5-6,0,0-4000,Yes,Sometimes,No,No,Sometimes,No,Sometimes,Sometimes,No,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"After lunch","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",3,"Often Alone",31-50,2,1,I'm starting to eat less,0,"Yes dinner"
F,2,5-6,0,0-4000,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,No,No,No,Yes,Yes,Yes,No,No,I cook more elaborate,No,"Before Dinner","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",4,"Alone at breakfast",15-20,3,0,I'm starting to eat less,0,"Yes dinner"
F,2,5-6,0,0-4000,Yes,Sometimes,Yes,Yes,Sometimes,Yes,Sometimes,Sometimes,No,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"After Dinner","Yes for craving",No,No,Often (>1/week),Never,"I struggle to fall asleep",5,"Alone at lunch",31-50,1,1,I'm starting to eat less,0,"Yes dinner"
M,2,5-6,0,0-4000,Yes,Sometimes,No,No,Sometimes,No,No,No,No,No,Yes,Yes,Yes,No,No,I cook more elaborate,No,"When I wake Up","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",6,"Often Together",15-20,2,0,I'm starting to eat less,0,"Yes dinner"
F,2,5-6,0,0-4000,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Yes,Yes,Yes,Sometimes,No,No,Yes,"During the morning","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",7,"Often Alone",31-50,3,1,I'm starting to eat less,0,"Yes dinner"
M,2,5-6,1,7000-10000,No,Yes,No,Sometimes,No,No,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"Before Dinner","Sweets",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",4,"Often Alone",51-65,3,0,I'm starting to eat less,0,"I have no time"
F,2,5-6,1,7000-10000,No,Yes,Sometimes,Yes,No,Sometimes,No,Sometimes,No,Yes,Yes,Yes,No,No,No,Yes I eat more at home,No,"After Dinner","Fruits,vegetables",No,No,Often (>1/week),Never,"I struggle to fall asleep",5,"Alone at breakfast",21-30,4,1,I'm starting to eat less,0,"I have no time"
F,2,5-6,1,7000-10000,No,Yes,Yes,No,No,Yes,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"When I wake Up","Yes for craving",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",6,"Alone at lunch",51-65,2,0,I'm starting to eat less,0,"I have no time"
M,2,5-6,1,7000-10000,No,Yes,No,Sometimes,No,No,No,Sometimes,No,Yes,Yes,Yes,No,No,No,Yes I eat more at home,No,"During the morning","Sweets",No,No,Often (>1/week),Never,"I struggle to fall asleep",7,"Often Together",21-30,3,1,I'm starting to eat less,0,"I have no time"
F,2,5-6,1,7000-10000,No,Yes,Sometimes,Yes,No,Sometimes,Sometimes,Don't know,No,Yes,Yes,Yes,No,Sometimes,No,Yes I eat at restaurants,Yes,"In the afternoon","Fruits,vegetables",No,Yes,Infrequent (1/month),Never,"I struggle to fall asleep",8,"Often Alone",51-65,4,0,I'm starting to eat less,0,"I have no time"
F,3,7-8,1,4000-7000,No,No,No,No,Sometimes,No,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"After lunch","Sweets",Yes,Yes,Often (>1/week),Never,"Good",5,"Often Alone",51-65,3,0,Doesn't have any effect,0,"Yes dinner"
M,3,7-8,1,4000-7000,No,No,Sometimes,Sometimes,Sometimes,Sometimes,No,No,Sometimes,No,Yes,Yes,No,No,No,Yes I eat at restaurants,Yes,"Before Dinner","Fruits,vegetables",Yes,No,Infrequent (1/month),Never,"Good",6,"Alone at breakfast",21-30,4,1,Doesn't have any effect,0,"Yes dinner"
M,3,7-8,1,4000-7000,No,No,Yes,Yes,Sometimes,Yes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"After Dinner","Yes for craving",Yes,Yes,Often (>1/week),Never,"Good",7,"Alone at lunch",51-65,2,0,Doesn't have any effect,0,"Yes dinner"
M,3,7-8,1,4000-7000,No,No,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,No,Yes,Yes,No,Sometimes,No,I cook more elaborate,No,"During the morning","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",9,"Often Alone",51-65,4,0,Doesn't have any effect,0,"Yes dinner"
F,3,7-8,0,4000-7000,Yes,Sometimes,No,Sometimes,No,No,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,Sometimes,No,No,No,"Before Dinner","Sweets",Yes,No,Infrequent (1/month),Never,"Good",4,"Often Alone",31-50,2,1,Doesn't have any effect,0,"I have no time"
M,3,7-8,0,4000-7000,Yes,Sometimes,Sometimes,Yes,No,Sometimes,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,I cook more elaborate,Yes,"After Dinner","Fruits,vegetables",Yes,Yes,Often (>1/week),Never,"Good",5,"Alone at breakfast",15-20,3,0,Doesn't have any effect,0,"I have no time"
M,3,7-8,0,4000-7000,Yes,Sometimes,Yes,No,No,Yes,Sometimes,No,Sometimes,Yes,Yes,Yes,Yes,Sometimes,No,No,No,"When I wake Up","Yes for craving",Yes,No,Infrequent (1/month),Never,"Good",6,"Alone at lunch",31-50,1,0,Doesn't have any effect,0,"I have no time"
F,3,7-8,0,4000-7000,Yes,Sometimes,No,Sometimes,No,No,No,Yes,Sometimes,Yes,Yes,Yes,Yes,No,No,I cook more elaborate,Yes,"During the morning","Sweets",Yes,Yes,Often (>1/week),Never,"Good",7,"Often Together",15-20,2,0,Doesn't have any effect,0,"I have no time"
